date,open,high,low,close,adj close,volume,run_max,90_percent_of_run_max,Correction,80_percent_of_run_max,Bear,200D_average,Bull
2020-09-14,3363.56,3402.93,3363.56,3383.54,3383.54,3839580000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3326.6334,True
2020-09-15,3407.73,3419.48,3389.25,3401.2,3401.2,4057190000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3328.095490196078,True
2020-09-16,3411.23,3428.92,3384.45,3385.49,3385.49,4718900000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3329.1992307692303,True
2020-09-17,3346.86,3375.17,3328.82,3357.01,3357.01,4379840000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3329.723962264151,True
2020-09-18,3357.38,3362.27,3292.4,3319.47,3319.47,7076400000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3329.534074074074,False
2020-09-21,3285.57,3285.57,3229.1,3281.06,3281.06,4836070000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3328.652727272727,False
2020-09-22,3295.75,3320.31,3270.95,3315.57,3315.57,3974510000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3328.4191071428572,False
2020-09-23,3320.11,3323.35,3232.57,3236.92,3236.92,4378650000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3326.813859649123,False
2020-09-24,3226.14,3278.7,3209.45,3246.59,3246.59,4601920000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3325.4306896551725,False
2020-09-25,3236.66,3306.88,3228.44,3298.46,3298.46,3803330000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3324.973559322034,False
2020-09-28,3333.9,3360.74,3332.91,3351.6,3351.6,3950910000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3325.4173333333333,True
2020-09-29,3350.92,3357.92,3327.54,3335.47,3335.47,3661590000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3325.582131147541,True
2020-09-30,3341.21,3393.56,3340.47,3363.0,3363.0,4738640000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3326.1856451612903,True
2020-10-01,3385.87,3397.18,3361.39,3380.8,3380.8,4076340000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3327.0525396825396,True
2020-10-02,3338.94,3369.1,3323.69,3348.42,3348.42,3975180000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3327.38640625,True
2020-10-05,3367.27,3409.57,3367.27,3408.6,3408.6,3692720000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3328.635846153846,True
2020-10-06,3408.74,3431.56,3354.54,3360.97,3360.97,4453390000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3329.1257575757572,True
2020-10-07,3384.56,3426.26,3384.56,3419.44,3419.44,3814750000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3330.4737313432834,True
2020-10-08,3434.28,3447.28,3428.15,3446.83,3446.83,3867640000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3332.1848529411764,True
2020-10-09,3459.67,3482.34,3458.07,3477.14,3477.14,3944090000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3334.285652173913,True
2020-10-12,3500.02,3549.85,3499.61,3534.22,3534.22,3435760000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3337.141857142857,True
2020-10-13,3534.01,3534.01,3500.86,3511.93,3511.93,3611100000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3339.6036619718307,True
2020-10-14,3515.47,3527.94,3480.55,3488.67,3488.67,3858510000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3341.6740277777776,True
2020-10-15,3453.72,3489.08,3440.89,3483.34,3483.34,3724550000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3343.6146575342464,True
2020-10-16,3493.5,3515.76,3480.45,3483.81,3483.81,4688030000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3345.509189189189,True
2020-10-19,3493.66,3502.42,3419.93,3426.92,3426.92,4091080000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3346.594666666667,True
2020-10-20,3439.38,3476.93,3435.65,3443.12,3443.12,3917850000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3347.8647368421052,True
2020-10-21,3439.91,3464.86,3433.06,3435.56,3435.56,4103960000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3349.0036363636364,True
2020-10-22,3438.5,3460.53,3415.34,3453.49,3453.49,4172060000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3350.3432051282048,True
2020-10-23,3464.9,3466.46,3440.45,3465.39,3465.39,3651600000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3351.7994936708856,True
2020-10-26,3441.42,3441.42,3364.86,3400.97,3400.97,4002210000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3352.4141250000002,True
2020-10-27,3403.15,3409.51,3388.71,3390.68,3390.68,3962400000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3352.8865432098764,True
2020-10-28,3342.48,3342.48,3268.89,3271.03,3271.03,5139970000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3351.888292682927,False
2020-10-29,3277.17,3341.05,3259.82,3310.11,3310.11,4911860000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3351.384939759036,False
2020-10-30,3293.59,3304.93,3233.94,3269.96,3269.96,4843930000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3350.4155952380947,False
2020-11-02,3296.2,3330.14,3279.74,3310.24,3310.24,4314690000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3349.942941176471,False
2020-11-03,3336.25,3389.49,3336.25,3369.16,3369.16,4241380000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3350.1663953488373,True
2020-11-04,3406.46,3486.25,3405.17,3443.44,3443.44,4790400000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3351.2385057471265,True
2020-11-05,3485.74,3529.05,3485.74,3510.45,3510.45,4858150000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3353.0477272727276,True
2020-11-06,3508.34,3521.58,3484.34,3509.44,3509.44,4842460000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3354.8049438202247,True
2020-11-09,3583.04,3645.99,3547.48,3550.5,3550.5,8570510000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3356.9793333333337,True
2020-11-10,3543.26,3557.22,3511.91,3545.53,3545.53,6037470000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3359.0513186813187,True
2020-11-11,3563.22,3581.16,3557.0,3572.66,3572.66,4635560000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3361.3731521739132,True
2020-11-12,3562.67,3569.02,3518.58,3537.01,3537.01,4909660000.0,3580.84,3222.7560000000003,False,2864.6720000000005,False,3363.2617204301077,True
2020-11-13,3552.57,3593.66,3552.57,3585.15,3585.15,4719580000.0,3585.15,3226.635,False,2868.1200000000003,False,3365.622234042553,True
2020-11-16,3600.16,3628.51,3600.16,3626.91,3626.91,5295510000.0,3626.91,3264.219,False,2901.5280000000002,False,3368.3726315789477,True
2020-11-17,3610.31,3623.11,3588.68,3609.53,3609.53,4812180000.0,3626.91,3264.219,False,2901.5280000000002,False,3370.8846875,True
2020-11-18,3612.09,3619.09,3567.33,3567.79,3567.79,5284810000.0,3626.91,3264.219,False,2901.5280000000002,False,3372.9146391752574,True
2020-11-19,3559.41,3585.22,3543.84,3581.87,3581.87,4363370000.0,3626.91,3264.219,False,2901.5280000000002,False,3375.0468367346944,True
2020-11-20,3579.31,3581.23,3556.85,3557.54,3557.54,4236370000.0,3626.91,3264.219,False,2901.5280000000002,False,3376.890202020202,True
2020-11-23,3566.82,3589.81,3552.77,3577.59,3577.59,5057550000.0,3626.91,3264.219,False,2901.5280000000002,False,3378.8972,True
2020-11-24,3594.52,3642.31,3594.52,3635.41,3635.41,6280290000.0,3635.41,3271.869,False,2908.328,False,3381.4369306930694,True
2020-11-25,3635.5,3635.5,3617.76,3629.65,3629.65,4910440000.0,3635.41,3271.869,False,2908.328,False,3383.870392156863,True
2020-11-27,3638.55,3644.31,3629.33,3638.35,3638.35,2778390000.0,3638.35,3274.515,False,2910.6800000000003,False,3386.341067961165,True
2020-11-30,3634.18,3634.18,3594.39,3621.63,3621.63,6308410000.0,3638.35,3274.515,False,2910.6800000000003,False,3388.6034615384615,True
2020-12-01,3645.87,3678.45,3645.87,3662.45,3662.45,5418480000.0,3662.45,3296.205,False,2929.96,False,3391.211523809524,True
2020-12-02,3653.78,3670.96,3644.84,3669.01,3669.01,5041250000.0,3669.01,3302.1090000000004,False,2935.2080000000005,False,3393.832264150943,True
2020-12-03,3668.28,3682.73,3657.17,3666.72,3666.72,5065340000.0,3669.01,3302.1090000000004,False,2935.2080000000005,False,3396.38261682243,True
2020-12-04,3670.94,3699.2,3670.94,3699.12,3699.12,5099620000.0,3699.12,3329.208,False,2959.2960000000003,False,3399.1857407407406,True
2020-12-07,3694.73,3697.41,3678.88,3691.96,3691.96,4804500000.0,3699.12,3329.208,False,2959.2960000000003,False,3401.8717431192663,True
2020-12-08,3683.05,3708.45,3678.83,3702.25,3702.25,4584390000.0,3702.25,3332.025,False,2961.8,False,3404.6024545454547,True
2020-12-09,3705.98,3712.39,3660.54,3672.82,3672.82,5232800000.0,3702.25,3332.025,False,2961.8,False,3407.018828828829,True
2020-12-10,3659.13,3678.49,3645.18,3668.1,3668.1,4658480000.0,3702.25,3332.025,False,2961.8,False,3409.3499107142857,True
2020-12-11,3656.08,3665.91,3633.4,3663.46,3663.46,4375470000.0,3702.25,3332.025,False,2961.8,False,3411.598672566372,True
2020-12-14,3675.27,3697.61,3645.84,3647.49,3647.49,4623850000.0,3702.25,3332.025,False,2961.8,False,3413.6678947368423,True
2020-12-15,3666.41,3695.29,3659.62,3694.62,3694.62,4387080000.0,3702.25,3332.025,False,2961.8,False,3416.1109565217394,True
2020-12-16,3696.25,3711.27,3688.57,3701.17,3701.17,4067040000.0,3702.25,3332.025,False,2961.8,False,3418.5683620689656,True
2020-12-17,3713.65,3725.12,3710.87,3722.48,3722.48,4192810000.0,3722.48,3350.232,False,2977.9840000000004,False,3421.165897435897,True
2020-12-18,3722.39,3726.7,3685.84,3709.41,3709.41,7097100000.0,3722.48,3350.232,False,2977.9840000000004,False,3423.608644067797,True
2020-12-21,3684.28,3702.9,3636.48,3694.92,3694.92,4748580000.0,3722.48,3350.232,False,2977.9840000000004,False,3425.888571428571,True
2020-12-22,3698.08,3698.26,3676.16,3687.26,3687.26,4053310000.0,3722.48,3350.232,False,2977.9840000000004,False,3428.0666666666666,True
2020-12-23,3693.42,3711.24,3689.28,3690.01,3690.01,3779160000.0,3722.48,3350.232,False,2977.9840000000004,False,3430.231487603306,True
2020-12-24,3694.03,3703.82,3689.32,3703.06,3703.06,1883780000.0,3722.48,3350.232,False,2977.9840000000004,False,3432.467786885246,True
2020-12-28,3723.03,3740.51,3723.03,3735.36,3735.36,3535460000.0,3735.36,3361.824,False,2988.2880000000005,False,3434.930325203252,True
2020-12-29,3750.01,3756.12,3723.31,3727.04,3727.04,3393290000.0,3735.36,3361.824,False,2988.2880000000005,False,3437.2860483870963,True
2020-12-30,3736.19,3744.63,3730.21,3732.04,3732.04,3154850000.0,3735.36,3361.824,False,2988.2880000000005,False,3439.64408,True
2020-12-31,3733.27,3760.2,3726.88,3756.07,3756.07,3179040000.0,3756.07,3380.463,False,3004.856,False,3442.155396825397,True
2021-01-04,3764.61,3769.99,3662.71,3700.65,3700.65,5015000000.0,3756.07,3380.463,False,3004.856,False,3444.1907874015747,True
2021-01-05,3698.02,3737.83,3695.07,3726.86,3726.86,4591020000.0,3756.07,3380.463,False,3004.856,False,3446.399140625,True
2021-01-06,3712.2,3783.04,3705.34,3748.14,3748.14,6064110000.0,3756.07,3380.463,False,3004.856,False,3448.7382170542633,True
2021-01-07,3764.71,3811.55,3764.71,3803.79,3803.79,5099160000.0,3803.79,3423.411,False,3043.032,False,3451.4693846153846,True
2021-01-08,3815.05,3826.69,3783.6,3824.68,3824.68,4773040000.0,3824.68,3442.212,False,3059.744,False,3454.318320610687,True
2021-01-11,3803.14,3817.86,3789.02,3799.61,3799.61,4465430000.0,3824.68,3442.212,False,3059.744,False,3456.9341666666664,True
2021-01-12,3801.62,3810.78,3776.51,3801.19,3801.19,4994950000.0,3824.68,3442.212,False,3059.744,False,3459.5225563909776,True
2021-01-13,3802.23,3820.96,3791.5,3809.84,3809.84,4602510000.0,3824.68,3442.212,False,3059.744,False,3462.1368656716418,True
2021-01-14,3814.98,3823.6,3792.86,3795.54,3795.54,5198480000.0,3824.68,3442.212,False,3059.744,False,3464.6065185185184,True
2021-01-15,3788.73,3788.73,3749.62,3768.25,3768.25,5369820000.0,3824.68,3442.212,False,3059.744,False,3466.8391911764706,True
2021-01-19,3781.88,3804.53,3780.37,3798.91,3798.91,5014440000.0,3824.68,3442.212,False,3059.744,False,3469.2630656934307,True
2021-01-20,3816.22,3859.75,3816.22,3851.85,3851.85,4566190000.0,3851.85,3466.665,False,3081.48,False,3472.0354347826087,True
2021-01-21,3857.46,3861.45,3845.05,3853.07,3853.07,4501760000.0,3853.07,3467.7630000000004,False,3082.456,False,3474.776690647482,True
2021-01-22,3844.24,3852.31,3830.41,3841.47,3841.47,5110890000.0,3853.07,3467.7630000000004,False,3082.456,False,3479.537482014389,True
2021-01-25,3851.68,3859.23,3797.16,3855.36,3855.36,7000840000.0,3855.36,3469.824,False,3084.2880000000005,False,3489.3705109489047,True
2021-01-26,3862.96,3870.9,3847.78,3849.62,3849.62,6137500000.0,3855.36,3469.824,False,3084.2880000000005,False,3494.2214598540145,True
2021-01-27,3836.83,3836.83,3732.48,3750.77,3750.77,9976520000.0,3855.36,3469.824,False,3084.2880000000005,False,3496.080507246377,True
2021-01-28,3755.75,3830.5,3755.75,3787.38,3787.38,6992770000.0,3855.36,3469.824,False,3084.2880000000005,False,3498.1761870503597,True
2021-01-29,3778.05,3778.05,3694.12,3714.24,3714.24,6643370000.0,3855.36,3469.824,False,3084.2880000000005,False,3502.1979136690647,True
2021-02-01,3731.17,3784.32,3725.62,3773.86,3773.86,5436230000.0,3855.36,3469.824,False,3084.2880000000005,False,3510.5089051094888,True
2021-02-02,3791.84,3843.09,3791.84,3826.31,3826.31,5514090000.0,3855.36,3469.824,False,3084.2880000000005,False,3514.9,True
2021-02-03,3840.27,3847.51,3816.68,3830.17,3830.17,4864870000.0,3855.36,3469.824,False,3084.2880000000005,False,3517.1845652173915,True
2021-02-04,3836.66,3872.42,3836.66,3871.74,3871.74,4879240000.0,3871.74,3484.566,False,3097.392,False,3519.7353237410075,True
2021-02-05,3878.3,3894.56,3874.93,3886.83,3886.83,4879470000.0,3886.83,3498.147,False,3109.464,False,3524.303597122302,True
2021-02-08,3892.59,3915.77,3892.59,3915.59,3915.59,4648360000.0,3915.59,3524.0310000000004,False,3132.472,False,3533.027810218978,True
2021-02-09,3910.49,3918.35,3902.64,3911.23,3911.23,4568320000.0,3915.59,3524.0310000000004,False,3132.472,False,3538.105182481752,True
2021-02-10,3920.78,3931.5,3884.94,3909.88,3909.88,4837070000.0,3915.59,3524.0310000000004,False,3132.472,False,3540.7992028985504,True
2021-02-11,3916.4,3925.99,3890.39,3916.38,3916.38,4590960000.0,3916.38,3524.742,False,3133.1040000000003,False,3543.5012230215825,True
2021-02-12,3911.65,3937.23,3905.78,3934.83,3934.83,4135060000.0,3934.83,3541.347,False,3147.864,False,3548.504244604316,True
2021-02-16,3939.61,3950.43,3923.85,3932.59,3932.59,5058990000.0,3934.83,3541.347,False,3147.864,False,3560.150441176471,True
2021-02-17,3918.5,3933.61,3900.43,3931.33,3931.33,4730650000.0,3934.83,3541.347,False,3147.864,False,3562.8597810218976,True
2021-02-18,3915.86,3921.98,3885.03,3913.97,3913.97,4793650000.0,3934.83,3541.347,False,3147.864,False,3565.4040579710145,True
2021-02-19,3921.16,3930.41,3903.07,3906.71,3906.71,4845320000.0,3934.83,3541.347,False,3147.864,False,3569.8395652173913,True
2021-02-22,3885.55,3902.92,3874.71,3876.5,3876.5,5917100000.0,3934.83,3541.347,False,3147.864,False,3577.4332352941174,True
2021-02-23,3857.07,3895.98,3805.59,3881.37,3881.37,6296610000.0,3934.83,3541.347,False,3147.864,False,3581.330955882353,True
2021-02-24,3873.71,3928.65,3859.6,3925.43,3925.43,6012790000.0,3934.83,3541.347,False,3147.864,False,3583.8426277372264,True
2021-02-25,3915.8,3925.02,3814.04,3829.34,3829.34,6547470000.0,3934.83,3541.347,False,3147.864,False,3585.6215942028985,True
2021-02-26,3839.66,3861.08,3789.54,3811.15,3811.15,6526070000.0,3934.83,3541.347,False,3147.864,False,3588.887391304348,True
2021-03-01,3842.51,3914.5,3842.51,3901.82,3901.82,5114820000.0,3934.83,3541.347,False,3147.864,False,3596.1824264705883,True
2021-03-02,3903.64,3906.41,3868.57,3870.29,3870.29,5536010000.0,3934.83,3541.347,False,3147.864,False,3599.8400735294117,True
2021-03-03,3863.99,3874.47,3818.86,3819.72,3819.72,6173660000.0,3934.83,3541.347,False,3147.864,False,3601.4450364963504,True
2021-03-04,3818.53,3843.67,3723.34,3768.47,3768.47,7195400000.0,3934.83,3541.347,False,3147.864,False,3602.6553623188406,True
2021-03-05,3793.58,3851.69,3730.19,3841.94,3841.94,6851070000.0,3934.83,3541.347,False,3147.864,False,3605.9883333333332,True
2021-03-08,3844.39,3881.06,3819.25,3821.35,3821.35,5871710000.0,3934.83,3541.347,False,3147.864,False,3612.4823529411765,True
2021-03-09,3851.93,3903.76,3851.93,3875.44,3875.44,5513560000.0,3934.83,3541.347,False,3147.864,False,3615.999117647059,True
2021-03-10,3891.99,3917.35,3885.73,3898.81,3898.81,5847380000.0,3934.83,3541.347,False,3147.864,False,3618.0634306569345,True
2021-03-11,3915.54,3960.27,3915.54,3939.34,3939.34,5312880000.0,3939.34,3545.4060000000004,False,3151.472,False,3620.3915217391304,True
2021-03-12,3924.52,3944.99,3915.21,3943.34,3943.34,4476280000.0,3943.34,3549.0060000000003,False,3154.6720000000005,False,3624.1021014492753,True
2021-03-15,3942.96,3970.08,3923.54,3968.94,3968.94,4900100000.0,3968.94,3572.0460000000003,False,3175.152,False,3630.0597794117643,True
2021-03-16,3973.59,3981.04,3953.44,3962.71,3962.71,4613080000.0,3968.94,3572.0460000000003,False,3175.152,False,3633.403161764706,True
2021-03-17,3949.57,3983.87,3935.74,3974.12,3974.12,4561660000.0,3974.12,3576.708,False,3179.2960000000003,False,3635.8901459854014,True
2021-03-18,3953.5,3969.62,3910.86,3915.46,3915.46,5118590000.0,3974.12,3576.708,False,3179.2960000000003,False,3637.9160144927537,True
2021-03-19,3913.14,3930.12,3886.75,3913.1,3913.1,7757420000.0,3974.12,3576.708,False,3179.2960000000003,False,3640.9072463768116,True
2021-03-22,3916.48,3955.31,3914.16,3940.59,3940.59,4316260000.0,3974.12,3576.708,False,3179.2960000000003,False,3645.7591176470587,True
2021-03-23,3937.6,3949.13,3901.57,3910.52,3910.52,4669010000.0,3974.12,3576.708,False,3179.2960000000003,False,3649.314705882353,True
2021-03-24,3919.93,3942.08,3889.07,3889.14,3889.14,4783020000.0,3974.12,3576.708,False,3179.2960000000003,False,3651.0652554744524,True
2021-03-25,3879.34,3919.54,3853.5,3909.52,3909.52,4948340000.0,3974.12,3576.708,False,3179.2960000000003,False,3652.938115942029,True
2021-03-26,3917.12,3978.19,3917.12,3974.54,3974.54,5483160000.0,3974.54,3577.0860000000002,False,3179.632,False,3655.251798561151,True
2021-03-29,3969.31,3981.83,3943.25,3971.09,3971.09,4628180000.0,3974.54,3577.0860000000002,False,3179.632,False,3664.0956204379563,True
2021-03-30,3963.34,3968.01,3944.35,3958.55,3958.55,4121510000.0,3974.54,3577.0860000000002,False,3179.632,False,3668.603503649635,True
2021-03-31,3967.25,3994.41,3966.98,3972.89,3972.89,4578050000.0,3974.54,3577.0860000000002,False,3179.632,False,3670.80847826087,True
2021-04-01,3992.78,4020.63,3992.78,4019.87,4019.87,4162130000.0,4019.87,3617.883,False,3215.896,False,3673.319712230216,True
2021-04-05,4034.44,4083.42,4034.44,4077.91,4077.91,4005030000.0,4077.91,3670.119,False,3262.328,False,3684.868455882353,True
2021-04-06,4075.57,4086.23,4068.14,4073.94,4073.94,4081270000.0,4077.91,3670.119,False,3262.328,False,3690.4160294117646,True
2021-04-07,4074.29,4083.13,4068.31,4079.95,4079.95,4120810000.0,4079.95,3671.955,False,3263.96,False,3693.2593430656934,True
2021-04-08,4089.95,4098.19,4082.54,4097.17,4097.17,3907100000.0,4097.17,3687.453,False,3277.7360000000003,False,3696.1862318840576,True
